ts,record_id,user_authority,user,direction,base_asset_amount,quote_asset_amount,mark_price_before,mark_price_after,fee,referrer_reward,referee_discount,token_discount,liquidation,market_index,oracle_price
2022-02-06 19:28:45-05:00,3159825,dsXDNhsw5LHYoaFivThPKZZkpgw4MBfv7PYAy5Dmdyb,Cy8FP7bE9YT9nD65GTVtaCNT7xHRaSnjiHxVuusb6dFR,PositionDirection.Long(),14289895071374549,1613000000,11285717209,11289676335,1613000,0,0,0,False,9,11290805302
2022-02-06 19:28:45-05:00,3159826,9JZBFFR9zPs12gdwr1bQfm6dNogbzJA1e4VjkuDdFPCT,22voQuaMVuZMh1J21QHjPth5oVyAgGJV53uRsXauAsC9,PositionDirection.Long(),71997731533476,564952438,784656164477,784705609143,564952,0,0,0,False,4,784862465000
2022-02-06 19:28:47-05:00,3159827,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,PositionDirection.Long(),89403507457,373720735,418005764322231,418025719757057,373720,0,0,0,False,1,418067522329032
2022-02-06 19:28:47-05:00,3159828,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,PositionDirection.Long(),228530415220523,1251428793,547563444085,547633266895,1251428,0,0,0,False,3,547578503569
2022-02-06 19:28:47-05:00,3159829,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),229883634244303,1259000000,547633266895,547703516628,1259000,0,0,0,False,3,547648746277
2022-02-06 19:28:47-05:00,3159830,dsXDNhsw5LHYoaFivThPKZZkpgw4MBfv7PYAy5Dmdyb,Cy8FP7bE9YT9nD65GTVtaCNT7xHRaSnjiHxVuusb6dFR,PositionDirection.Long(),17679769224229,733000000,4145738342708,4146225109601,733000,0,0,0,False,5,4146250700000
2022-02-06 19:28:49-05:00,3159831,DXgo3PMFzUTdvW8xrj7w8Ks7L9XGK7VRVbM748pisja3,5MXwPXQC9jbFQf51EDa9sbtiuQhGWESmrLNhud4P7hBB,PositionDirection.Long(),167906988899460,1901878066,1132614963705,1132779804553,1901878,0,0,0,False,0,1132893082533
2022-02-06 19:28:50-05:00,3159832,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,PositionDirection.Long(),167439312561,699970683,418025719757057,418063097127317,699970,0,0,0,False,1,418021290817605
2022-02-06 19:28:51-05:00,3159833,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,PositionDirection.Long(),118048701353294,926382637,784705609143,784786689570,926382,0,0,0,False,4,784865168238
2022-02-06 19:28:51-05:00,3159834,dsXDNhsw5LHYoaFivThPKZZkpgw4MBfv7PYAy5Dmdyb,Cy8FP7bE9YT9nD65GTVtaCNT7xHRaSnjiHxVuusb6dFR,PositionDirection.Long(),13795049323333,572000000,4146225109601,4146604980286,572000,0,0,0,False,5,4146190319788
2022-02-06 19:28:51-05:00,3159835,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),119768827400494,656000000,547703516628,547740121928,656000,0,0,0,False,3,547685347916
2022-02-06 19:28:53-05:00,3159836,CmK69Pq5GuvfTstgb3DMo91aakRcWitxdLr4TUMj89Vq,5MZF9spfQyBngafe6bJAZ68dSaJDmVeFW3anmVimssyk,PositionDirection.Long(),1273950956006,6977943,547740121928,547740511309,6977,0,0,0,False,3,547685737258
2022-02-06 19:28:55-05:00,3159837,D5RCk5NfTVHEqgrrhNXgLrXQDzdnUmPiGXuLccaECLvp,AA6gh2EZyDTAxUnv1B6ZFynH6t5C2TMZptc9Vkrvx47u,PositionDirection.Short(),3089793842233,16924038,547740511309,547739566919,16924,0,0,0,False,3,547684792963
2022-02-06 19:28:55-05:00,3159838,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,PositionDirection.Long(),3699996203,15468334,418063097127317,418063923131706,15468,0,0,0,False,1,418072980000000
2022-02-06 19:28:56-05:00,3159839,DXgo3PMFzUTdvW8xrj7w8Ks7L9XGK7VRVbM748pisja3,5MXwPXQC9jbFQf51EDa9sbtiuQhGWESmrLNhud4P7hBB,PositionDirection.Short(),1907101518598,21603243,1132779804553,1132777932075,21603,0,0,0,False,0,1132665300000
2022-02-06 19:29:01-05:00,3159840,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Short(),139919196924625,1098000000,784786689570,784690589018,1098000,0,0,0,False,4,784612119960
2022-02-06 19:29:01-05:00,3159841,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,PositionDirection.Long(),599998578,2508378,418063923131706,418064057078414,2508,0,0,0,False,1,417926355000000
2022-02-06 19:29:01-05:00,3159842,8xvMCJuNnrrk1BtswWvvBQ59TA6ozEeVbV8LFNDLYxWS,2zn5oz6yvLUZvcWTnSL4Xmd5jUVvEX73x2xKN6mw1VhL,PositionDirection.Short(),166953793561264,1309975000,784690589018,784575943418,1309975,0,0,0,False,4,784497485824
2022-02-06 19:29:04-05:00,3159843,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Short(),390086178181033,3060000000,784575943418,784308172823,3060000,0,0,0,False,4,784229742006
2022-02-06 19:29:07-05:00,3159844,F3Nz5HGh6FnkWkCSYQWAisNFPjAf4KRwgupntKqLm6of,4GeoUBegHSXKs7Mz2didirXhK28d2zp9K78JnPcLEXaX,PositionDirection.Long(),800000000105,3345226994,418064057078414,418242710393959,3345226,0,0,0,False,1,417751260000000
2022-02-06 19:29:10-05:00,3159845,8xvMCJuNnrrk1BtswWvvBQ59TA6ozEeVbV8LFNDLYxWS,2zn5oz6yvLUZvcWTnSL4Xmd5jUVvEX73x2xKN6mw1VhL,PositionDirection.Short(),490677554537956,3847598200,784308172823,783971546944,3847598,0,0,0,False,4,783893149790
2022-02-06 19:29:14-05:00,3159846,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,PositionDirection.Short(),459485000386131,3601507835,783971546944,783656516951,3601507,0,0,0,False,4,783734882602
2022-02-06 19:29:15-05:00,3159847,AcrAf5aJmJBxsSYGywSucEXU5Lw7xz1bxqHG2RiBNuqX,8bNgszva9WwD8JzcFezPj2hWvHNNAfdNoncAuEsgvSXT,PositionDirection.Short(),191497946195166,1500560471,783656516951,783525279068,1500560,0,0,0,False,4,783603631595
2022-02-06 19:29:23-05:00,3159848,7ZVPidz43dLjX2GZp3Yqu1jbmDqA5qtSiWkY8f6VXfLP,8aWL3kVkJNcKuE9gkcrGf8Ewr7gv9ZKJdueBBjvfWkKH,PositionDirection.Short(),60510500984940,474102527,783525279068,783483816704,474102,0,0,0,False,4,783562165085
2022-02-06 19:29:25-05:00,3159849,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),140007083471328,1097000000,783483816704,783579755875,1097000,0,0,0,False,4,783658113850
2022-02-06 19:29:27-05:00,3159850,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),999648873046238,5477000000,547739566919,548045235278,5477000,0,0,0,False,3,547990430755
2022-02-06 19:29:27-05:00,3159851,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),219858870063234,1205000000,548045235278,548112497108,1205000,0,0,0,False,3,548057685859
2022-02-06 19:29:27-05:00,3159852,4CLaLrTr7juGATt6FAaw8JksSNGdTEGaA78otYJbdHDs,DRKUb36Rh99NQ4CCEsZSBBfspz2vdNwM1qPY6P2jNrbu,PositionDirection.Long(),129895631041899,712000000,548112497108,548152242138,712000,0,0,0,False,3,548097426914
