,user_position_pubkey,user_authority,position_index,market_index,quote_asset_amount,base_asset_amount,last_cumulative_funding_rate,entry_price
113,DedGdaJGrQ3gPiqu8d6P8PRY6YYUYbx5s2rBxFAgddfT,DYtRzWgFwiXymSAb9VQaGhTbu33pEK9ag5zZXjHnV2ZB,,,,,,
114,7SeMda47cnahn4GJ42We6cGHLaxAvyBvFRnu5LdbTaep,GHWduxUL4ShnwKartWhLnrNZSRyJkEeNvJqfir31sqJM,,,,,,
115,Adrf2nuxmPUVyXfssYEPKCNqxAfucsbhsnTovULet2Gm,8jtpQgvKVG6uJFcqzzZThUGE4iLcjGXp7Ckh6WKcay2R,,,,,,
116,81ThmisF7Fj326NDnUAToc6KJ886Et4idZT9FWD2tPWB,CNiis9V3Fi3Mox4k5chnZ7t4kZ72LDF5Yeqmbf9J83YX,,,,,,
117,AeJrTobkS1doJvfVf4RGb5gjcMp4si6wbdbUFSJtkU77,FRoANbfCGBxWBh2KPaFYCpz9B5U1CnfnFrNSLndM51Rr,,,,,,
118,B5GPGqGxbE82AhMcqid8qhSi4WAHaRjEXxEuRGumwCDG,5Ju2p6TPLci4Ftp4BVXRQfHr21xjh9tjsg17Sn5kTE57,,,,,,
119,5AnbMbAFKy85yHt5y2M5S38nNkA1vT4ejY5NjGbRNUqn,HhwiZPKZBGa16oVi739s4qtMDMTwzWXc7iwNfX63t2UP,,,,,,
120,Gnht8bHW5hqvw6LwEyhyGetF73Rv6EPTat4bXnnTTuVF,EBka6B3rHF77BiFwBzY44Rtq5Ge2nCD8BbRaPKgS65uQ,,,,,,
121,FSickwp681HkmiYqg7ifBa5sgJLLGU3DLJ9PQZixWNp9,BCwEzHDg3QoNF7tnoNLgrBvgUE9SPqSiFrBRRG9hCXUJ,,,,,,
122,By4WYfwqd6KshUKsDxot9vK8HCVYLQ6zgikot8a6GHt7,BRoiekSsrRf5C8vfHDkpgMxm1zSYzQxNguqYZUQi2vvt,,,,,,
123,GMfxsx5LkUUjYSiLz7AMWCJjbLJH4Ce38fC7Pucb2gkG,5YfMUmhxWyzqMbM1FUFViE6gUS1M5roAje1LH3Zab5cN,0.0,6.0,1000.0,665.4711471774627,0.10645218882748,1.5026947512922415
124,x7uJVzNQE4QdsNsM6Xysh8nCj7xkcqgFKcAGY8wBQpH,3v8nCvqMcQABhYT2wH8HFF2Xk1yBuhjKVbVao3TyPo42,,,,,,
125,yCHNnZ8XPhpsPfutXs4QEf8DCQKc5snryMxt12tEu9y,2cdN3BF9jnpiJiDcmPY6pFRPcwHKJRuPbwL1qmG1bb4A,,,,,,
126,9pVwnBDVniJ9to6T4nuKpuipuTM8AxDYTsUKaqGdQZ8v,GQDsqdKJ8Xx5kBfdhFQU81V4AcTzmXbJJiX1VerSdZZ3,,,,,,
127,ag35Ec2uFtqkarizCxFyhM2SPBuUwfmLRhAdFEWFCNa,BgNgALwBEuiumVgiXRmBZRnyFrr9QTDy2maHzsNwNHGf,0.0,5.0,0.8,0.0015318101055,27.07980696384015,522.2579464174974
128,CAEmM7BTrr1iW3GvVhcRx6EZ31JYePd1n1AtXGYWUbVt,2tYntVdsZxUN6wyUR8uaEq9kJAGe5PE2QaKk3nad48Sc,,,,,,
129,DHdJ21R5DMVmCMw1DufrCDD5moi7sU3vRW9tfKHpF8nz,5tfNoRe8W8wASTYbf681y9CoXYg31dsq8bY7iqU3LvD3,,,,,,
130,6FpsoJbGh5DEkcPMLj53KwgokoZP8qJRE8xZTNSwu3DU,3S9A5SPZABYnLdGdScB2ydVid7UjiLb3GKsRe9h72evY,,,,,,
131,35cdLR8SsZkniLNTL5gFW5jmN3jGserQPawrVB8WkJ7S,6CpvoSGcZut5Y1Ejhj9RW21kmz45KRXgNggUPxCxQWUp,,,,,,
132,7hZKjyZvQYCwEQ3YkkqvKqSiGsKdsNFujjEYmn48FjCf,CKQQGaV7rMhJfxBaBfuJi7LorCBQGtNiwsQk8m6pv87X,,,,,,
133,5rdaF5tJQMGvJoynqKCHDuDAMpEZ1ak96PvC44p71KEE,zAAtj7eVkKqtEQLJhytSA1MYCXkKkCQ4EcoNkcC3RSZ,,,,,,
134,8DrFp1BLznHCQX1isSkwzUEv9YLKuvcxvtjBLJfjNdpR,5wRQzyabqtB45KPmnsEBRJQkYDjnoWoPeSLkGx4qS5oh,0.0,6.0,75521.1,-45011.08461125301,0.08650343199648,1.6778333748731602
